Adaption,#,W,D,ID,t,ERR,RE,TAC,ODC,MDC,MV,ME,MO,,			
1,272,90,200,1.6881,2390,0,1,3,6,8,11.993,9.9803,12.864,,			
1,273,90,300,2.1155,2187,0,0,2,4,1,19.699,18.878,26.943,,			
1,274,90,300,2.1155,1406,0,1,0,5,4,59.765,45.464,73.591,,			
1,275,100,200,1.585,2156,0,1,2,4,4,18.681,17.24,24.548,,			
1,276,100,300,2,5031,0,2,7,9,9,63.687,39.627,63.482,,			
1,277,90,300,2.1155,3578,0,1,2,8,8,27.337,26.913,36.97,,			
1,278,90,300,2.1155,2000,0,2,4,5,6,10.056,9.8816,12.942,,			
1,279,90,200,1.6881,1657,0,0,3,4,2,10.179,8.6598,12.587,,			
1,280,100,300,2,1562,0,0,4,5,3,20.351,12.24,22.596,,			
1,281,90,200,1.6881,1563,0,0,3,3,0,12.24,9.0458,11.952,,			
1,282,90,300,2.1155,1187,0,0,1,1,1,8.2068,7.7907,11.065,,			
1,283,100,200,1.585,2578,0,2,2,2,5,20.214,15.927,21.079,,			
1,284,100,300,2,1297,0,0,2,2,3,11.055,11.884,15.939,,			
1,285,90,200,1.6881,1203,0,0,2,3,4,5.1576,3.2958,5.1472,,			
1,286,100,200,1.585,4500,0,2,2,6,12,67.755,91.946,113.79,,			
1,287,90,300,2.1155,3016,0,1,3,7,4,25.391,25.442,35.358,,			
1,288,80,250,2.0444,1579,0,1,1,2,3,8.626,9.4856,12.659,,			
1,289,80,350,2.4263,1891,0,1,4,4,3,31.22,19.994,31.64,,			
1,290,80,250,2.0444,1593,0,0,4,5,5,24.031,14.73,25.757,,			
1,291,90,200,1.6881,1.41E+07,0,1,14,54,73,222.9,161.86,223.15,,			
1,292,100,300,2,1312,0,0,4,7,4,28.107,34.331,43.815,,			
1,293,90,200,1.6881,1079,0,0,4,5,3,13.86,9.028,16.009,,			
1,294,100,300,2,1531,0,1,2,6,4,20.437,14.499,24.554,,			
1,295,90,300,2.1155,1391,0,0,2,4,2,45.02,46.024,63.324,,			
1,296,100,200,1.585,1094,0,0,0,4,5,16.135,12.559,19.951,,			
1,297,100,200,1.585,2218,0,0,5,6,7,60.938,41.943,66.141,,			
1,298,90,300,2.1155,1437,0,1,3,3,8,35.76,23.862,34.783,,			
1,299,100,300,2,3860,0,3,2,13,12,82.303,63.92,99.501,,			
1,300,100,300,2,1438,0,0,4,6,2,14.481,9.5314,16.365,,			
1,301,90,200,1.6881,5641,0,1,7,11,11,62.067,45.133,61.97,,			
1,302,100,200,1.585,1922,0,1,2,4,3,13.859,11.584,17.513,,			
1,303,90,200,1.6881,2781,0,0,4,4,8,27.903,22.976,32.77,,			
1,304,90,200,1.6881,860,0,0,1,4,5,24.175,21.166,31.424,,			
1,305,100,200,1.585,2813,0,0,3,10,11,62.937,76.469,96.744,,			
1,306,100,200,1.585,1063,0,1,2,4,3,45.687,33.134,43.932,,			
1,307,90,200,1.6881,969,0,0,2,1,3,14.17,12.667,18.561,,			
1,308,100,300,2,1094,0,0,0,3,3,7.6183,10.132,12.512,,			
1,309,90,300,2.1155,3343,0,0,6,10,9,33.269,31.031,44.432,,			
1,310,70,350,2.585,2500,0,0,5,10,8,50.292,35.338,51.913,,			
1,311,70,350,2.585,3047,0,1,8,9,6,25.42,18.255,25.986,,			
1,312,80,250,2.0444,1813,0,1,1,5,7,17.572,19.435,24.715,,			
1,313,80,350,2.4263,2094,0,0,4,5,5,48.553,28.908,54.04,,			
1,314,80,350,2.4263,1859,0,0,6,5,2,10.283,5.7001,10.441,,			
1,315,70,350,2.585,1469,0,0,2,4,5,12.542,9.7541,14.133,,			
1,316,70,350,2.585,1719,0,1,1,4,5,22.686,18.684,28.948,,			
1,317,70,250,2.1926,3625,0,0,2,11,8,50.512,42.54,64.241,,			
1,318,80,250,2.0444,3375,0,2,2,7,3,83.754,57.712,82.513,,			
1,319,70,350,2.585,2906,0,0,3,8,7,16.96,18.703,23.541,,			
1,320,80,350,2.4263,2656,0,0,4,8,7,47.203,34.842,54.306,,			
1,321,70,350,2.585,2453,0,0,4,7,4,47.44,29.813,47.242,,			
1,322,70,350,2.585,1734,0,1,2,2,0,33.004,29.909,41.044,,			
1,323,80,350,2.4263,2782,0,0,4,5,4,83.125,52.606,93.679,,			
1,324,70,350,2.585,2610,0,1,4,8,5,20.878,15.098,21.713,,			
1,325,80,350,2.4263,1469,0,1,3,5,4,8.0108,6.1666,9.3843,,			
1,326,90,300,2.1155,2328,0,2,2,31,27,192.8,222.9,294.04,,			
1,327,100,200,1.585,1375,0,0,1,3,4,21.414,21.187,29.644,,			
1,328,90,200,1.6881,4328,0,3,11,15,15,94.15,59.758,98.872,,			
1,329,100,200,1.585,2281,0,0,2,4,4,47.122,41.641,62.076,,			
1,330,100,200,1.585,3016,0,1,1,3,1,105.39,96.172,141.28,,			
1,331,100,200,1.585,2453,0,1,6,7,10,163.72,92.429,174.73,,			
1,332,100,300,2,2359,0,0,6,12,10,70.861,52.143,81.209,,			
1,333,100,200,1.585,2610,0,0,2,5,6,88.376,71.813,108.65,,			
1,334,100,300,2,1.44E+07,0,2,4,13,12,103.37,193.08,213.9,,			
1,335,100,200,1.585,1906,0,0,4,7,2,175.6,134.12,210.88,,			
1,336,100,300,2,2344,0,1,2,7,7,37.148,31.368,43.154,,			
1,337,100,300,2,2406,0,1,1,6,5,25.753,35.242,43.344,,			
1,338,90,300,2.1155,1172,0,0,2,5,5,9.8005,6.1499,10.494,,			
1,339,100,300,2,3109,0,2,4,9,8,30.828,20.985,30.372,,			
1,340,100,200,1.585,1515,0,0,5,6,1,29.573,16.691,29.344,,			
1,341,100,200,1.585,1828,0,0,3,5,3,4.3955,3.1712,4.4688,,			
1,342,100,300,2,1516,0,1,5,5,5,33.581,21.678,33.982,,			
1,343,100,300,2,2031,0,1,3,4,3,8.9704,8.2735,12.002,,			
1,344,90,200,1.6881,1719,1,1,2,4,5,30.368,23.503,34.994,,			
1,345,90,200,1.6881,2313,1,0,2,4,2,44.803,35.175,44.225,,			
1,346,100,300,2,2297,0,0,3,5,4,51.972,44.003,66.99,,			
1,347,90,300,2.1155,2156,0,0,5,7,4,37.956,25.504,37.893,,			
1,348,100,200,1.585,3328,0,2,4,7,10,43.035,32.635,51.821,,			
1,349,100,200,1.585,1750,0,1,4,3,3,30.704,19.979,30.486,,			
1,350,90,200,1.6881,1938,0,1,4,4,2,33.102,26.34,34.254,,			
1,351,90,300,2.1155,3750,0,2,5,11,6,16.831,17.537,23.025,,			
1,352,90,300,2.1155,2813,1,2,2,7,6,125.68,169.92,208.89,,			
1,353,70,350,2.585,3844,0,0,5,9,7,29.451,22.964,29.112,,			
1,354,70,350,2.585,2500,0,1,1,5,5,36.38,37.65,51.846,,			
1,355,80,350,2.4263,4125,0,1,5,10,9,35.547,28.544,39.989,,			
1,356,80,350,2.4263,2281,0,0,3,3,3,12.46,10.17,14.264,,			
1,357,80,350,2.4263,1485,0,1,2,1,5,41.688,34.156,52.808,,			
1,358,70,350,2.585,2578,0,0,3,5,9,16.55,13.379,18.414,,			
1,359,70,250,2.1926,1594,0,0,2,4,4,11.707,11.666,16.248,,			
1,360,70,250,2.1926,1797,0,0,3,3,1,38.733,40.477,53.716,,			
1,361,70,350,2.585,2313,0,1,3,3,5,44.357,41.308,55.763,,			
1,362,80,250,2.0444,1938,0,0,3,4,4,28.74,28.42,38.519,,			
1,363,70,250,2.1926,2125,0,0,3,8,3,29.934,24.294,35.262,,			
1,364,70,350,2.585,2469,1,1,2,2,1,50.315,57.983,75.707,,			
1,365,70,350,2.585,2516,0,1,1,2,4,48.357,31.574,48.213,,			
1,366,80,250,2.0444,2219,0,0,4,9,4,95.913,74.425,119.67,,			
1,367,80,250,2.0444,1937,0,0,4,8,5,28.006,17.988,31.642,,			
1,368,70,250,2.1926,2969,0,1,1,7,9,45.883,43.373,61.81,,			
1,369,80,250,2.0444,1500,0,0,2,6,6,31.164,29.95,42.591,,			
1,370,60,250,2.3692,1765,0,0,2,5,3,40.032,28.852,39.468,,			
1,371,60,250,2.3692,1125,0,0,3,2,3,77.175,60.944,93.755,,			
1,372,60,350,2.7726,1406,0,1,2,2,0,25.951,16.263,25.061,,			
1,373,60,250,2.3692,1672,0,0,3,5,5,21.585,12.932,21.723,,			
1,374,60,350,2.7726,1968,0,0,1,4,4,10.557,15.341,18.464,,			
1,375,60,250,2.3692,1140,0,0,2,2,4,48.811,48.097,67.053,,			
1,376,60,350,2.7726,1485,0,0,3,4,2,25.099,21.876,27.831,,			
1,377,50,350,3,1813,0,0,2,3,0,36.688,29.137,42.587,,			
1,378,60,350,2.7726,1688,0,0,1,5,5,4.6837,3.7978,5.9281,,			
1,379,50,250,2.585,1704,0,0,4,5,3,45.267,31.493,51.377,,			
1,380,50,350,3,1641,0,0,5,6,6,53.196,35.7,52.214,,			
1,381,60,350,2.7726,1922,0,0,3,5,3,25.809,28.53,37.477,,			
1,382,50,350,3,2125,0,1,3,5,7,136.5,111.85,163.51,,			
1,383,60,250,2.3692,1735,0,1,2,3,4,33.816,28.283,38.893,,			
1,384,50,350,3,1875,0,0,4,4,4,9.3323,6.7776,9.496,,			
1,385,50,350,3,1500,0,0,3,4,5,9.5829,6.9915,11.382,,			
1,386,100,300,2,1.46E+07,0,0,3,16,14,188.46,201.15,240.34,,			
1,387,100,200,1.585,921,0,1,1,2,3,3.3836,3.014,4.4402,,			
1,388,90,200,1.6881,1688,0,1,1,3,4,10.879,12.624,16.467,,			
1,389,100,300,2,1500,1,0,3,3,3,44.519,28.988,43.547,,			
1,390,90,300,2.1155,1078,0,0,2,3,2,39.607,29.379,47.934,,			
1,391,100,200,1.585,1516,0,0,3,5,4,38.697,27.486,46.053,,			
1,392,100,200,1.585,1406,0,0,1,1,1,20.238,26.166,32.634,,			
1,393,100,300,2,1360,0,0,3,3,4,17.74,13.253,21.037,,			
1,394,90,300,2.1155,2438,1,1,1,7,6,109.3,116.32,153.4,,			
1,395,100,200,1.585,1687,0,0,2,4,1,12.895,8.131,13.325,,			
1,396,90,300,2.1155,1500,0,0,3,5,3,41.654,28.67,40.263,,			
1,397,90,300,2.1155,1625,0,0,5,5,2,18.866,14.195,20.61,,			
1,398,100,300,2,1469,0,0,1,4,1,20.36,19.851,27.946,,			
1,399,90,300,2.1155,2500,0,1,4,6,5,13.9,10.934,13.724,,			
1,400,100,300,2,1453,0,0,2,3,3,27.231,17.987,30.989,,			
1,401,100,300,2,1188,0,0,0,4,4,0.9353,1.4994,1.7494,,			
1,402,90,200,1.6881,2766,0,0,6,9,8,30.305,18.567,31.352,,			
1,403,90,200,1.6881,1359,0,0,2,2,1,11.537,8.4091,11.255,,			
1,404,90,300,2.1155,1579,0,0,1,4,4,34.478,30.158,43.645,,			
1,405,70,350,2.585,1140,0,0,1,2,2,40.674,30.163,39.554,,			
1,406,70,250,2.1926,1156,0,0,2,3,4,8.3662,6.4684,9.4301,,			
1,407,80,350,2.4263,1282,0,0,0,1,0,16.482,18.988,24.823,,			
1,408,80,350,2.4263,2015,1,1,2,2,5,103.74,108.93,148.86,,			
1,409,70,250,2.1926,1094,0,0,1,2,1,18.217,14.248,20.963,,			
1,410,70,250,2.1926,1563,0,0,2,2,2,79.671,60.608,91.5,,			
1,411,70,350,2.585,1203,0,0,0,3,1,16.74,14.962,22.002,,			
1,412,70,250,2.1926,1469,0,0,2,4,1,7.6726,4.7924,7.9742,,			
1,413,70,350,2.585,2125,0,0,2,5,6,45.961,36.942,48.725,,			
1,414,70,350,2.585,1797,0,0,3,5,5,73.78,48.129,84.072,,			
1,415,70,250,2.1926,1250,0,0,1,5,5,9.7042,6.8805,9.3983,,			
1,416,70,350,2.585,1140,0,0,1,1,2,15.06,16.138,21.675,,			
1,417,70,350,2.585,3235,0,2,6,7,5,39.12,32.345,39.57,,			
1,418,80,250,2.0444,1625,0,1,3,6,4,19.42,13.574,19.25,,			
1,419,70,250,2.1926,2656,0,1,4,5,3,75.103,50.842,83.111,,			
1,420,80,350,2.4263,1094,0,1,2,3,4,12.056,12.22,16.744,,			
1,421,70,350,2.585,2797,0,0,3,7,10,19.348,12.74,20.906,,			
1,422,50,350,3,1468,0,0,2,4,6,14.156,10.119,16.241,,			
1,423,50,350,3,1188,0,0,2,6,7,11.641,10.68,12.391,,			
1,424,60,250,2.3692,2234,0,2,4,4,8,17.393,13.032,17.121,,			
1,425,60,350,2.7726,2031,0,0,5,5,3,20.073,14.481,20.45,,			
1,426,60,350,2.7726,1672,0,0,2,3,4,49.688,32.695,51.963,,			
1,427,60,350,2.7726,1547,0,1,5,4,4,37.122,29.855,44.978,,			
1,428,50,350,3,2328,1,1,3,3,8,119.59,154.89,194.4,,			
1,429,50,350,3,1516,1,0,1,6,3,81.08,57.565,78.718,,			
1,430,50,350,3,1422,0,0,0,4,4,53.905,63.112,82.073,,			
1,431,60,350,2.7726,2422,0,2,2,8,8,57.489,42.65,56.606,,			
1,432,50,350,3,1531,0,0,2,2,4,15.137,11.747,18.806,,			
1,433,50,250,2.585,1610,0,0,4,6,4,11.087,6.2383,12.074,,			
1,434,50,350,3,1563,0,0,4,2,6,26.027,18.148,30.293,,			
1,435,60,250,2.3692,2172,0,0,5,6,2,27.95,16.125,27.277,,			
1,436,60,250,2.3692,2000,0,0,3,4,2,49.112,30.936,52.605,,			
1,437,50,350,3,1360,0,0,2,5,4,56.833,35.519,62.535,,			
1,438,90,200,1.6881,1.62E+07,0,0,2,9,12,146.05,104.28,154.28,,			
1,439,100,300,2,1469,0,0,1,4,3,4.5172,4.2631,6.1285,,			
1,440,90,200,1.6881,1891,0,0,1,6,4,31.51,30.686,43.64,,			
1,441,100,300,2,1515,0,0,3,7,4,5.4376,6.231,8.1754,,			
1,442,100,200,1.585,1422,0,0,1,6,3,21.714,16.347,23.916,,			
1,443,100,200,1.585,3141,1,1,2,12,10,14.477,16.67,20.578,,			
1,444,90,200,1.6881,1484,0,0,2,5,3,13.719,12.644,16.73,,			
1,445,100,200,1.585,1516,0,0,2,1,2,14.343,15.571,20.864,,			
1,446,90,300,2.1155,4047,0,4,3,14,12,29.718,40.846,48.458,,			
1,447,100,200,1.585,1563,0,0,2,3,4,16.395,12.942,17.749,,			
1,448,100,300,2,4500,0,2,2,6,7,67.549,96.617,117.5,,			
1,449,90,300,2.1155,1890,0,0,7,7,3,16.619,14.132,20.941,,			
1,450,90,200,1.6881,1375,0,0,4,7,7,29.91,21.023,30.229,,			
1,451,90,300,2.1155,1437,0,0,4,5,7,8.4579,6.0757,8.2833,,			
1,452,100,300,2,1625,0,0,6,7,3,40.231,24.38,40.279,,			
1,453,100,200,1.585,1485,0,0,3,6,4,16.239,10.192,16.399,,			
1,454,100,300,2,1563,0,1,2,2,6,13.263,11.21,14.642,,			
1,455,90,200,1.6881,1313,0,0,3,4,0,7.8226,7.8809,10.926,,			
1,456,90,200,1.6881,2187,1,0,4,10,6,30.18,24.077,32.204,,			
1,457,70,250,2.1926,1453,0,1,4,6,4,9.0914,5.912,10.053,,			
1,458,100,300,2,2125,0,0,6,48,40,150.58,175.95,229.56,,			
1,459,100,200,1.585,1235,0,0,4,4,2,27.238,20.228,32.21,,			
1,460,100,300,2,1375,0,0,2,2,7,10.395,10.921,14.025,,			
1,461,100,200,1.585,1500,0,0,3,6,4,26.402,24.27,35.346,,			
1,462,100,300,2,1516,0,0,2,2,7,9.8117,13.265,16.36,,			
1,463,90,300,2.1155,1297,0,0,2,4,2,53.637,37.265,63.716,,			
1,464,100,200,1.585,2890,0,1,2,10,8,57.583,42.563,59.755,,			
1,465,100,200,1.585,1500,0,0,1,6,4,3.7094,4.3662,5.6656,,			
1,466,100,200,1.585,1234,0,0,1,1,2,24.306,22.564,32.523,,			
1,467,90,200,1.6881,1578,0,0,2,4,4,6.499,5.5715,7.7526,,			
1,468,100,300,2,1422,0,0,5,4,2,8.1792,5.0413,8.5737,,			
1,469,100,200,1.585,2843,0,0,2,4,9,36.788,31.966,36.283,,			
1,470,100,200,1.585,1234,0,0,3,6,5,10.941,7.7726,11.384,,			
1,471,90,300,2.1155,1438,0,1,2,3,5,9.6245,11.48,14.817,,			
1,472,90,200,1.6881,2032,0,0,3,4,5,35.371,28.519,36.481,,			
1,473,100,300,2,1547,0,0,2,3,4,18.669,18.105,25.53,,			
1,474,100,200,1.585,1656,0,0,2,2,0,3.7588,2.9364,3.9187,,			
1,475,100,200,1.585,2094,0,0,5,6,6,15.777,13.348,18.625,,			
1,476,70,350,2.585,3172,0,0,3,6,8,34.282,38.9,51.459,,			
1,477,80,350,2.4263,1219,0,0,1,4,3,50.64,36.376,61.129,,			
1,478,70,350,2.585,907,0,0,1,2,1,14.748,11.398,18.101,,			
1,479,70,250,2.1926,1484,0,0,1,2,6,85.052,75.556,112.08,,			
1,480,80,250,2.0444,3968,0,3,4,10,11,98.509,82.551,127.56,,			
1,481,70,350,2.585,2156,0,2,2,7,3,25.795,18.422,25.294,,			
1,482,80,350,2.4263,1235,0,0,2,2,3,28.106,25.833,37.595,,			
1,483,70,250,2.1926,1515,0,0,1,4,4,28.38,20.451,34.297,,			
1,484,70,250,2.1926,1266,0,0,1,2,2,10.409,12.4,15.965,,			
1,485,70,350,2.585,1078,0,0,1,2,4,5.1912,6.1324,7.9291,,			
1,486,70,250,2.1926,1141,0,0,1,2,1,8.3424,8.0133,11.365,,			
1,487,80,350,2.4263,1219,0,0,1,4,2,9.987,6.7229,10.103,,			
1,488,70,250,2.1926,2156,0,0,1,5,8,33.512,48.609,58.66,,			
1,489,70,250,2.1926,1594,0,0,0,3,4,16.08,17.799,23.762,,			
1,490,70,350,2.585,2375,0,2,3,5,3,19.147,17.239,22.554,,			
1,491,70,250,2.1926,2594,0,2,2,9,10,51.649,45.032,53.053,,			
1,492,70,350,2.585,2953,0,0,4,7,11,23.461,28.127,34.858,,			
1,493,60,350,2.7726,1500,0,0,3,5,4,20.298,13.209,19.856,,			
1,494,60,350,2.7726,1531,0,0,1,1,4,26.284,33.717,42.3,,			
1,495,50,350,3,1672,0,1,3,6,5,8.8003,5.4463,8.6248,,			
1,496,50,250,2.585,2266,0,0,2,4,5,37.902,63.734,73.793,,			
1,497,60,350,2.7726,1781,0,1,4,5,5,7.1266,5.4998,8.3529,,			
1,498,60,350,2.7726,1921,0,1,3,6,2,19.978,14.425,22.27,,			
1,499,60,350,2.7726,1563,0,0,2,5,2,30.235,35.172,45.951,,			
1,500,60,250,2.3692,1468,0,0,2,2,7,12.185,10.199,12.488,,			
1,501,50,350,3,1500,0,0,1,7,2,5.2704,5.9457,7.8616,,			
1,502,60,350,2.7726,1422,0,0,3,5,5,10.826,9.3667,13.4,,			
1,503,50,350,3,1500,0,0,3,2,2,14.507,10.836,14.557,,			
1,504,60,250,2.3692,1875,0,0,2,7,6,7.0168,6.6381,8.5736,,			
1,505,60,250,2.3692,1859,0,0,1,1,1,16.521,22.062,27.363,,			
1,506,50,350,3,1484,0,0,2,1,4,23.258,25.652,34.252,,			
1,507,50,250,2.585,1891,0,1,4,6,5,26.728,22.276,28.257,,			
1,508,60,350,2.7726,1766,0,1,3,6,4,8.1069,6.3914,7.9792,,			
1,509,100,200,1.585,1485,0,0,2,10,12,128.39,122.1,175.53,,			
1,510,100,200,1.585,1469,0,1,4,8,8,7.6739,7.2517,9.2397,,			
1,511,90,200,1.6881,3922,1,1,5,10,12,25.321,30.119,35.839,,			
1,512,100,200,1.585,1485,0,0,3,4,5,2.8635,2.5035,3.2991,,			
1,513,90,300,2.1155,1812,0,0,2,6,10,17.808,22.338,28.365,,			
1,514,90,300,2.1155,1656,0,1,3,6,4,13.77,12.33,15.781,,			
1,515,100,300,2,1094,0,0,4,5,4,8.203,5.9235,9.3047,,			
1,516,100,200,1.585,1203,0,0,2,3,2,6.3968,4.3748,6.2962,,			
1,517,100,200,1.585,1282,0,0,1,8,2,1.1181,1.1716,1.5979,,			
1,518,100,300,2,1172,0,0,2,7,6,8.4944,11.092,13.821,,			
1,519,90,300,2.1155,1125,0,0,2,4,2,15.615,13.91,20.374,,			
1,520,100,300,2,1187,0,0,2,2,2,5.2726,5.3601,6.6637,,			
1,521,90,300,2.1155,1359,0,0,1,4,2,7.6419,4.8845,8.1057,,			
1,522,100,200,1.585,1329,0,0,2,2,2,22.043,17.12,24.507,,			
1,523,100,200,1.585,1687,0,0,1,3,2,5.8169,11.064,12.432,,			
1,524,90,200,1.6881,2000,0,0,2,4,4,8.5139,9.7057,12.732,,			
1,525,90,300,2.1155,1359,0,0,3,6,5,11.102,11.845,16.06,,			
1,526,100,200,1.585,1156,0,0,4,5,3,19.134,13.766,23.06,,			
1,527,80,350,2.4263,2922,0,1,5,8,7,19.409,18.378,25.697,,			
1,528,70,250,2.1926,1703,0,0,3,3,4,13.37,9.585,15.087,,			
1,529,80,350,2.4263,1156,0,0,4,4,4,11.489,8.8351,12.686,,			
1,530,80,350,2.4263,1859,0,1,3,6,6,16.511,12.49,17.931,,			
1,531,70,250,2.1926,1109,0,0,3,4,6,12.441,8.68,13.202,,			
1,532,80,350,2.4263,1156,0,0,3,4,3,20.58,14.474,22.576,,			
1,533,80,250,2.0444,1109,0,0,2,5,4,8.4881,7.8129,10.979,,			
1,534,70,250,2.1926,1657,0,0,3,3,4,13.606,9.6829,14.153,,			
1,535,70,350,2.585,1188,0,0,2,4,3,4.9101,4.2682,6.4171,,			
1,536,80,250,2.0444,953,0,0,2,2,2,9.6626,9.2106,13.077,,			
1,537,80,350,2.4263,1563,0,0,2,4,3,4.227,3.2925,4.2181,,			
1,538,80,250,2.0444,1453,0,0,4,4,4,7.5993,6.7414,8.9982,,			
1,539,70,350,2.585,1718,0,1,3,9,8,9.7514,7.1565,11.546,,			
1,540,80,250,2.0444,1125,0,0,3,3,3,8.0051,7.0958,10.496,,			
1,541,80,250,2.0444,1125,0,0,2,4,0,4.1406,2.975,4.0385,,			
1,542,70,250,2.1926,1156,0,0,2,2,2,8.6079,5.8889,8.3428,,			
1,543,80,250,2.0444,328,1,0,2,2,1,0.35355,0.125,0.35355,,			
1,544,60,250,2.3692,1109,0,0,1,4,1,9.5674,9.1841,13.079,,			
1,545,50,250,2.585,1391,0,0,2,2,2,5.5002,6.4384,8.3,,			
1,546,60,250,2.3692,1922,0,1,3,3,3,20.065,18.641,25.967,,			
1,547,50,250,2.585,1657,0,0,2,5,5,25.718,32.398,40.964,,			
1,548,50,250,2.585,281,0,0,2,1,0,0.29403,0.13883,0.28835,,			
1,549,60,350,2.7726,1563,0,0,3,4,5,8.2029,5.8356,9.422,,			
1,550,60,350,2.7726,1125,0,0,3,4,3,3.3266,3.8744,4.7071,,			
1,551,60,350,2.7726,1141,0,0,3,2,3,8.0841,6.4527,8.5756,,			
1,552,60,250,2.3692,2484,0,1,3,8,8,66.877,48.206,78.149,,			
1,553,50,250,2.585,1156,0,0,4,3,5,8.8464,6.9341,8.8097,,			
1,554,50,350,3,1015,0,0,4,4,5,11.442,10.17,14.949,,			
1,555,50,250,2.585,1063,0,0,2,3,4,15.891,10.165,16.705,,			
1,556,60,250,2.3692,1578,0,0,3,2,2,36.643,38.429,51.527,,			
1,557,60,350,2.7726,1266,0,0,3,3,6,8.6647,6.4924,9.1235,,			
1,558,60,250,2.3692,1125,0,0,3,3,3,11.593,10.268,15.054,,			
1,559,60,250,2.3692,1141,0,0,2,6,7,6.0708,8.3664,10.255,,			
